OBJECTID,FULLADDRESS,BuildingName,Square,Lot,Date,MapYear,Permit_Notes,NOTES,Suffix,EDITTYPE,House_Key,House_Type,Extant,Updated,Facade,Flag,Contributing,ArchitectGroup,Developer,Quantity,Rooms,Width,Depth,Number_of_Families,Store,Stories,Permits_Last_Editor,Permits_Last_Edit_Date,RazedFlag,PermitsSource,PermitNumber,Owner,Architect,Builder,Material,Purpose,EstimatedCost,MicrofilmRoll,PermitType,SolidFilled,FoundationMaterial,StoneType,RoofType,FrontMaterial,RoofMaterial,Heat,Shape__Area,Shape__Length
66154,4103 38TH STREET NW,,1898,21,8/29/1929 12:00:00 AM,1929,revised #126763 - 09/18/1929,,,,63355.0,Duplex,1.0,1.0,building,0.0,,"Beall, Everett S., Jr.","Beall, Everett S., Jr.",2.0,8.0,24.0,45.0,0.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,126763,"Beall, Everett S., Jr.","Beall, Everett S., Jr.","Beall, Everett S., Jr.",brick,dwelling,20000.0,404,,,brick,,mansard,,tin & slate,hot water,219.03125,64.9008524627347
66174,3509 MCKINLEY STREET NW,,1997,818,8/4/1925 12:00:00 AM,1925,,,,,7136.0,Detached,1.0,1.0,building,0.0,,Sprechen & ?,"Cheney, Walter L.",1.0,8.0,30.0,30.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,1083,"Cheney, Walter L.",Sprechen & ?,"Bauckman, W. T.",frame,dwelling,9500.0,291,,solid,tile & brick,,mansard,frame,composition,hot water,256.28125,73.2626076631517
66175,4204 45TH STREET NW,,1561,50,2/5/1937 12:00:00 AM,1937,plat with 6 houses,,,,75157.0,Detached,1.0,1.0,building,0.0,,"MacNeil, G. E.","Miller, W. C. & A. N.",1.0,8.0,32.0,24.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,199290,"Miller, W. C. & A. N.","MacNeil, G. E.","Miller, W. C. & A. N.",brick & tile,dwelling,7200.0,570,,,hollow tile,,pitch,,slate,air conditioning,239.49609375,66.0759629995254
66176,3514 MACOMB STREET NW,,1952,15,5/10/1912 12:00:00 AM,1912,,,,,59730.0,Detached,1.0,1.0,building,0.0,Yes,"Clark, Appleton P., Jr.","Latimer, Kate Royce",1.0,0.0,26.0,42.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,5243,"Latimer, Kate Royce","Clark, Appleton P., Jr.","Whitty, R. P.","brick, stone, wood",dwelling,7000.0,687,,solid,stone,,mansard,,tin & slate,hot water,319.95703125,79.3826586929914
66182,5616 NEBRASKA AVENUE NW,,2311,20,3/10/1932 12:00:00 AM,1932,class 5,,,,67297.0,Detached,1.0,1.0,building,0.0,,"Wilcox, F. G.","DeHaven, Roy F.",1.0,8.0,28.0,34.0,0.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,151267,"DeHaven, Roy F.","Wilcox, F. G.","DeHaven, Roy F.",brick,dwelling,8500.0,469,,,tile,,pitch,,slate,hot water,213.8359375,62.0225025580124
66183,4813 BENDING LANE NW,,1387,78,,1956,,,,,,,,,,,,,,,,,,,,,BKRAFT,9/28/2016 7:40:15 PM,0.0,DC Office of Tax & Revenue,, ,, ,,dwelling,,,,,,,,,,,196.67578125,61.1907230335627
66204,1911 R STREET NW,,110,808,6/3/1924 12:00:00 AM,1924,,,,,1172.0,Attached,1.0,1.0,building,0.0,Yes,"Odehok, Robert","Etchison, Howard",1.0,,69.0,42.0,24.0,0.0,8.0,BKRAFT,4/2/2016 3:49:58 PM,0.0,DC Historical Building Permits Database,10508,"Etchison, Howard","Odehok, Robert","Etchison, Howard",brick,apartment,350000.0,262,,solid,concrete,limestone,flat,brick & stone,slag,yes,814.52734375,126.645145349406
66205,5528 HAWTHORNE PLACE NW,,1438,840,5/8/1923 12:00:00 AM,1923,,,,,14575.0,Detached,1.0,1.0,building,0.0,,"Poole, Louis","Patton, Orion H., Mr. & Mrs.",1.0,0.0,24.0,28.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,10238,"Patton, Orion H., Mr. & Mrs.","Poole, Louis",Lore & Faucett,frame,dwelling,7500.0,240,,solid,concrete blocks,,pitch,frame,compound shingles,hot water,227.640625,62.3862852112972
66208,1842 18TH STREET NW,,132,250,,1874,,,,,,,1.0,,,,Yes,,,,,,,,0.0,,BKRAFT,9/28/2016 7:05:05 PM,0.0,Faetz & Pratt 1874 Real Estate Directory,, ,, ,,,,,,,,,,,,,131.6171875,47.2205576246197
66213,4228 ELLICOTT STREET NW,,1672,4,4/22/1914 12:00:00 AM,1914,ne cor Ellicott st,"moved from 4901 Wisc, #120678, 02/07/1929",,,31176.0,Detached,1.0,1.0,building,0.0,,"Santmyers, George T.","Terry, S. Kiggins",1.0,0.0,24.0,29.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,4322,"Terry, S. Kiggins","Santmyers, George T.","Mandler, H. F.",frame,dwelling,3500.0,786,,solid,stone,,,,slate,hot water,183.0,59.8170759814613
66215,6928 32ND STREET NW,,2382,815,4/11/1950 12:00:00 AM,1950,,,,,136353.0,Detached,1.0,1.0,building,0.0,,,"Hay (Donald A.), Inc.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,BKRAFT,2/29/2016 3:02:16 PM,0.0,DC Historical Building Permits Index,A-5989,"Hay (Donald A.), Inc.",, ,,dwelling,0.0,,,,,,,,,,324.78125,80.2846300212991
66216,3333 N STREET NW,Cox's Row,1229,139,,1818,,,,,,,1.0,,,,,,"Cox, John",,,,,,0.0,,BKRAFT,8/3/2015 3:21:34 PM,0.0,Assessment of Georgetown DC Real Estate,,"Cox, John",, ,,dwelling,,,,,,,,,,,426.96875,124.482191855333
66217,1515 ALLISON STREET NW,,2702,37,6/18/1919 12:00:00 AM,1919,,,,,22557.0,Rowhouse,1.0,1.0,building,0.0,,"Lamar, W. R.","Blundon, R. B.",7.0,0.0,23.0,50.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,4678,"Blundon, R. B.","Lamar, W. R.","Blundon, R. B.",brick,dwelling,49000.0,175,,solid,concrete,,flat,brick,tin,hot water,218.96875,67.9643689098872
66218,1521 ALLISON STREET NW,,2702,40,6/18/1919 12:00:00 AM,1919,,,,,22560.0,Rowhouse,1.0,1.0,building,0.0,,"Lamar, W. R.","Blundon, R. B.",7.0,0.0,23.0,50.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,4678,"Blundon, R. B.","Lamar, W. R.","Blundon, R. B.",brick,dwelling,49000.0,175,,solid,concrete,,flat,brick,tin,hot water,213.12109375,66.8939766327283
66219,1523 ALLISON STREET NW,,2702,41,6/18/1919 12:00:00 AM,1919,,,,,22561.0,Rowhouse,1.0,1.0,building,0.0,,"Lamar, W. R.","Blundon, R. B.",7.0,0.0,23.0,50.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,4678,"Blundon, R. B.","Lamar, W. R.","Blundon, R. B.",brick,dwelling,49000.0,175,,solid,concrete,,flat,brick,tin,hot water,217.9921875,67.4495395340932
66220,1513 ALLISON STREET NW,,2702,36,6/18/1919 12:00:00 AM,1919,,,,,22556.0,Rowhouse,1.0,1.0,building,0.0,,"Lamar, W. R.","Blundon, R. B.",7.0,0.0,23.0,50.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,4678,"Blundon, R. B.","Lamar, W. R.","Blundon, R. B.",brick,dwelling,49000.0,175,,solid,concrete,,flat,brick,tin,hot water,221.42578125,67.6433229660564
66221,1519 ALLISON STREET NW,,2702,39,6/18/1919 12:00:00 AM,1919,,,,,22559.0,Rowhouse,1.0,1.0,building,0.0,,"Lamar, W. R.","Blundon, R. B.",7.0,0.0,23.0,50.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,4678,"Blundon, R. B.","Lamar, W. R.","Blundon, R. B.",brick,dwelling,49000.0,175,,solid,concrete,,flat,brick,tin,hot water,215.28125,67.42666349887
66222,1511 ALLISON STREET NW,,2702,35,6/18/1919 12:00:00 AM,1919,,,,,22555.0,Rowhouse,1.0,1.0,building,0.0,,"Lamar, W. R.","Blundon, R. B.",7.0,0.0,23.0,50.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,4678,"Blundon, R. B.","Lamar, W. R.","Blundon, R. B.",brick,dwelling,49000.0,175,,solid,concrete,,flat,brick,tin,hot water,223.02734375,68.0434462802548
66223,1517 ALLISON STREET NW,,2702,38,6/18/1919 12:00:00 AM,1919,,,,,22558.0,Rowhouse,1.0,1.0,building,0.0,,"Lamar, W. R.","Blundon, R. B.",7.0,0.0,23.0,50.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,4678,"Blundon, R. B.","Lamar, W. R.","Blundon, R. B.",brick,dwelling,49000.0,175,,solid,concrete,,flat,brick,tin,hot water,215.40625,67.2887006949359
66224,1711 SEATON STREET NW,,150,91,,1873,,,,,,,1.0,,,,Yes,,,,,,,,0.0,,BKRAFT,9/28/2016 6:40:36 PM,0.0,DC IPS Database; Faetz & Pratt Assessment,, ,, ,,,,,,,,,,,,,71.86328125,36.584297811381
66228,4624 CHESAPEAKE STREET NW,,1547,827,4/18/1933 12:00:00 AM,1933,,,,,68346.0,Detached,1.0,1.0,building,0.0,,"Stuart, W. A.","Stuart, W. A.",1.0,7.0,28.0,32.0,0.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,162048,"Stuart, W. A.","Stuart, W. A.","Stuart, W. A.",brick,dwelling,6500.0,495,,,brick & tile,,pitch,,slate,hot water,271.5,78.4181369341647
66229,7016 31ST STREET NW,,2384,827,10/5/1948 12:00:00 AM,1948,,,,,129881.0,Detached,1.0,1.0,building,0.0,,"Smith, A. W.","Goodall, Philip L.",1.0,6.0,0.0,0.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,312116,"Goodall, Philip L.","Smith, A. W.","Moring, Scott O.",cinder block & brick,dwelling,16500.0,796,,,cinder block & brick,,pitch,,asbestos shingles,hot air,220.75,66.9417416514861
66230,1811 S STREET NW,,132,823,6/24/1926 12:00:00 AM,1926,,,,,11114.0,,1.0,1.0,building,0.0,Yes,"Stern, David L. / Stern & Tomlinson",Stern & Tomlinson,1.0,60.0,56.0,95.0,32.0,0.0,4.0,BKRAFT,12/21/2015 9:47:13 PM,0.0,DC Historical Building Permits Database,11257,Stern & Tomlinson,Stern & Tomlinson,Stern & Tomlinson,"concrete, brick, stone",apartment,100000.0,333,,solid,concrete,,,,,steam,699.7265625,123.990940741204
66236,1913 SHEPHERD STREET NW,,2631,814,10/4/1949 12:00:00 AM,1949,,,,,135919.0,Detached,1.0,1.0,building,0.0,,,"McGinnines, Frank B.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,BKRAFT,2/29/2016 3:02:07 PM,0.0,DC Historical Building Permits Index,A-863,"McGinnines, Frank B.",, ,,dwelling,0.0,,,,,,,,,,375.546875,86.3056620469768
66248,1521 FOXHALL ROAD NW,,1353,94,12/30/1924 12:00:00 AM,1924,,,,,3873.0,Detached,1.0,1.0,building,0.0,Yes,Sears Roebuck & Co.,"Dury, E. M.",1.0,0.0,26.0,26.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,6077,"Dury, E. M.",Sears Roebuck & Co.,"Dury, E. M.",frame,dwelling,5000.0,276,,solid,concrete blocks,,pitch,frame,comp shingles,hot water,175.3984375,53.2989344955192
66251,1706 T STREET NW,,152,203,4/20/1916 12:00:00 AM,1916,,,,,25405.0,,1.0,1.0,building,0.0,Yes,"Lepley, Matthew G.","Sanner, Franklin T.",1.0,0.0,52.0,86.0,20.0,0.0,4.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,4520,"Sanner, Franklin T.","Lepley, Matthew G.","Sanner, Franklin T.",brick & stone,apartment,35000.0,144,,solid,concrete,,pitch,brick,slag,steam,702.328125,126.13411237462
66259,1210 18TH STREET NW,,139,57,6/2/1881 12:00:00 AM,1881,,,,,102960.0,,1.0,1.0,building,0.0,Yes,,"Queen, W. W., Capt.",2.0,0.0,24.0,37.0,,0.0,3.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,1345,"Queen, W. W., Capt.",,"Fleming, Robert I.",brick,dwelling,20000.0,62,,,brick,,flat,brick,,,257.21484375,72.4029759513425
66265,3706 HUNTINGTON STREET NW,,1876,54,1/17/1978 12:00:00 AM,1978,,,,,,,,,,,,,,,,,,,,,JSINKER,7/6/2016 3:13:29 PM,0.0,,, ,, ,,,,,,,,,,,,,120.44140625,49.1572198966973
66267,5400 32ND STREET NW,,2025,47,3/23/1931 12:00:00 AM,1931,,,,,65449.0,Detached,1.0,1.0,building,0.0,,"Dillon, Charles E.","Wise, Joseph A.",1.0,6.0,33.0,30.0,0.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,140867,"Wise, Joseph A.","Dillon, Charles E.",Robey Bros.,brick & tile,dwelling,9000.0,441,,,brick & tile,,pitch,,slate,hot water,170.06640625,60.049646456401
66271,3423 QUEBEC STREET NW,,2063,36,5/8/1925 12:00:00 AM,1925,,,,,5728.0,Duplex,1.0,1.0,building,0.0,Yes,"Allard, Wm. C.","Zimmerman, W. C.",2.0,6.0,20.0,32.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,10127,"Zimmerman, W. C.","Allard, Wm. C.","Zimmerman, W. C.",brick,dwelling,10000.0,285,,solid,cement gravel,,flat,brick,tin,hot water,165.5,58.1219243877794
66272,3421 QUEBEC STREET NW,,2063,35,5/8/1925 12:00:00 AM,1925,,,,,5727.0,Duplex,1.0,1.0,building,0.0,Yes,"Allard, Wm. C.","Zimmerman, W. C.",2.0,6.0,20.0,32.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,10127,"Zimmerman, W. C.","Allard, Wm. C.","Zimmerman, W. C.",brick,dwelling,10000.0,285,,solid,cement gravel,,flat,brick,tin,hot water,151.53515625,57.3883431009581
66274,5165 MACARTHUR BOULEVARD NW,,1419,49,,2000,,,,,,,,,,,,,,,,,,,,,BKRAFT,9/28/2016 7:53:04 PM,0.0,DC Office of Tax & Revenue,, ,, ,,,,,,,,,,,,,317.16796875,79.7769397852822
66275,4424 45TH STREET NW,,1566,6,5/9/1941 12:00:00 AM,1941,,,,,118472.0,Detached,1.0,1.0,building,0.0,,"Santmyers, George T.","Dillon, W. P., Jr.",6.0,6.0,0.0,0.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,243428,"Dillon, W. P., Jr.","Santmyers, George T.","Dillon, W. P., Jr.",cinder block & brick,dwelling,36000.0,646,,,cinder block,,pitch,,slate,air conditioning,194.53515625,59.0398674624087
66276,4428 45TH STREET NW,,1566,5,5/9/1941 12:00:00 AM,1941,,,,,118470.0,Detached,1.0,1.0,building,0.0,,"Santmyers, George T.","Dillon, W. P., Jr.",6.0,6.0,0.0,0.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,243428,"Dillon, W. P., Jr.","Santmyers, George T.","Dillon, W. P., Jr.",cinder block & brick,dwelling,36000.0,646,,,cinder block,,pitch,,slate,air conditioning,161.92578125,51.3574420335516
66277,4505 ALTON PLACE NW,,1566,7,5/9/1941 12:00:00 AM,1941,,,,,118473.0,Detached,1.0,1.0,building,0.0,,"Santmyers, George T.","Dillon, W. P., Jr.",6.0,6.0,0.0,0.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,243428,"Dillon, W. P., Jr.","Santmyers, George T.","Dillon, W. P., Jr.",cinder block & brick,dwelling,36000.0,646,,,cinder block,,pitch,,slate,air conditioning,169.8046875,55.8455689009038
66278,4504 ALBEMARLE STREET NW,,1566,2,5/9/1941 12:00:00 AM,1941,,,,,118475.0,Detached,1.0,1.0,building,0.0,,"Santmyers, George T.","Dillon, W. P., Jr.",6.0,6.0,0.0,0.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,243428,"Dillon, W. P., Jr.","Santmyers, George T.","Dillon, W. P., Jr.",cinder block & brick,dwelling,36000.0,646,,,cinder block,,pitch,,slate,air conditioning,185.68359375,61.4550687654387
66279,4436 45TH STREET NW,,1566,3,5/9/1941 12:00:00 AM,1941,,,,,118474.0,Detached,1.0,1.0,building,0.0,,"Santmyers, George T.","Dillon, W. P., Jr.",6.0,6.0,0.0,0.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,243428,"Dillon, W. P., Jr.","Santmyers, George T.","Dillon, W. P., Jr.",cinder block & brick,dwelling,36000.0,646,,,cinder block,,pitch,,slate,air conditioning,195.20703125,65.9085783067458
66280,4432 45TH STREET NW,,1566,4,5/9/1941 12:00:00 AM,1941,,,,,118471.0,Detached,1.0,1.0,building,0.0,,"Santmyers, George T.","Dillon, W. P., Jr.",6.0,6.0,0.0,0.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,243428,"Dillon, W. P., Jr.","Santmyers, George T.","Dillon, W. P., Jr.",cinder block & brick,dwelling,36000.0,646,,,cinder block,,pitch,,slate,air conditioning,144.82421875,51.4140664990107
66285,6670 32ND STREET NW,,2351,21,4/24/1939 12:00:00 AM,1939,,,,,109816.0,Detached,1.0,1.0,building,0.0,,Kirkhuff & Bagley,"Basford, Alvin T.",1.0,7.0,39.0,24.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,222087,"Basford, Alvin T.",Kirkhuff & Bagley,"Basford, Alvin T.",brick,dwelling,9000.0,612,,,c. b. & brick,,pitch,,slate,air conditioning,230.65625,77.0864990155952
66286,2001 M STREET NW,Peat Marwick Building,99,53,,1987,,,,,,,,,,,,,,,,,,,,,BKRAFT,2/16/2016 4:37:12 PM,0.0,"emporis.com, Office Buildings August 1996",, ,"Smith, Segreti & Tepper", ,,office,,,,,,,,,,,4470.8359375,330.345599200098
66289,3010 DUMBARTON STREET NW,,1233,823,9/12/1889 12:00:00 AM,1889,,,,,89866.0,,1.0,1.0,building,0.0,,,"Wilcox, W. R.",1.0,0.0,18.0,40.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,620,"Wilcox, W. R.",,"Cowell, A. M.",brick,dwelling,2300.0,130,,,brick,,flat,pressed brick,tin,,122.65234375,47.7533233016694
66292,1009 21ST STREET NW,,76,88,,1975,,,,,,,,,,,,,,,,,,,,,BKRAFT,2/29/2016 3:28:08 PM,0.0,Yale Robbins Office Buildings August 1996,, ,, ,,office,,,,,,,,,,,2447.3125,240.477199773479
66293,908 RITTENHOUSE STREET NW,,2982,102,2/2/1916 12:00:00 AM,1916,,,,,26145.0,Detached,1.0,1.0,building,0.0,,Marnuk & Marnuk?,"Rust, David N., Jr.",3.0,0.0,0.0,0.0,,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,3301,"Rust, David N., Jr.",Marnuk & Marnuk?,"Tyler, D. W.",frame,dwelling,9000.0,140,,solid,brick,,pitch,shingles,shingles,hot water,260.39453125,66.2275773284376
66294,910 RITTENHOUSE STREET NW,,2982,101,2/2/1916 12:00:00 AM,1916,,,,,26146.0,Detached,1.0,1.0,building,0.0,,Marnuk & Marnuk?,"Rust, David N., Jr.",3.0,0.0,0.0,0.0,,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,3301,"Rust, David N., Jr.",Marnuk & Marnuk?,"Tyler, D. W.",frame,dwelling,9000.0,140,,solid,brick,,pitch,shingles,shingles,hot water,257.99609375,65.7891054798827
66295,1231 31ST STREET NW,,1209,46,,1900,,,,,,,,,,1.0,,,,,,,,,,,BKRAFT,9/28/2016 7:53:06 PM,0.0,DC Office of Tax & Revenue,, ,, ,,,,,,,,,,,,,156.82421875,53.3999406451208
66299,3112 NORTHAMPTON STREET NW,,2311,17,7/27/1935 12:00:00 AM,1935,,,,,71048.0,Detached,1.0,1.0,building,0.0,,"Conner, E. J.","Rodda, W. H.",1.0,5.0,35.0,32.0,0.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,182855,"Rodda, W. H.","Conner, E. J.",Doyle & Eklund,frame,dwelling,5500.0,538,,,concrete block,,pitch,,composition shingles,hot water,241.92578125,72.1099009969854
66300,4927 MACARTHUR BOULEVARD NW,,1399,818,9/19/1936 12:00:00 AM,1936,,,,,74192.0,Detached,1.0,1.0,building,0.0,,"Dobbins, Seward","Stamler, Isadore",1.0,7.0,26.0,40.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,195458,"Stamler, Isadore","Dobbins, Seward",Shapiro Const. Corp.,brick & stone,dwelling,10000.0,564,,,c. b. & brick,,pitch,,comp shingles,hot water,174.40625,58.4567924833203
66302,1250 TAYLOR STREET NW,,2908,835,2/4/1942 12:00:00 AM,1942,,,,,120739.0,,1.0,1.0,building,0.0,,"Kluge, Russell O.","Drayton, Charles D.",1.0,1.0,85.0,126.0,,0.0,1.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,250621,"Drayton, Charles D.","Kluge, Russell O.",Spencer (Warren) Inc.,concrete & brick,warehouse,30000.0,679,,,brick,,flat,,slag,gas units,1756.21875,173.621888467017
66305,1418 21ST STREET NW,,68,92,8/14/1890 12:00:00 AM,1890,,condos,,,87938.0,Rowhouse,1.0,1.0,building,0.0,Yes,,"Somers, S., Mrs.",1.0,0.0,20.0,35.0,,0.0,3.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,366,"Somers, S., Mrs.",,"King, A. J.",brick,dwelling,5000.0,141,,,brick,,mansard,brick,tin & slate,furnace,188.5078125,64.6072532989492
66307,4232 RIVER ROAD NW,,1675,802,6/25/1937 12:00:00 AM,1937,,,,,76375.0,Detached,1.0,1.0,building,0.0,,"Turner, L. O.","Creal, Jack & Ruth",1.0,5.0,26.0,37.0,1.0,0.0,1.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,204080,"Creal, Jack & Ruth","Turner, L. O.",Creal & Turner Inc.,cinder block & brick,dwelling,4000.0,577,,,brick,,pitch,,asphalt shingles,hot water,194.1328125,60.1943506771955
66308,1340 Q STREET NW,,241,126,,2000,not in Lusk,,,,,,,,,,No,,,,,,,,,,HPO_ADM,9/28/2016 9:12:00 PM,0.0,DC Office of Tax & Revenue,, ,, ,,,,,,,,,,,,,473.88671875,103.651331838968
66310,2236 MASSACHUSETTS AVENUE NW,,2511,800,2/13/1897 12:00:00 AM,1897,,Romania,,,40625.0,Rowhouse,1.0,1.0,building,0.0,Yes,"Smithmeyer, J. L.","Driggs, Mary E.",1.0,0.0,20.0,54.0,1.0,0.0,3.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,880,"Driggs, Mary E.","Smithmeyer, J. L.","Getz, Henry F.",brick,dwelling,7000.0,212,,solid,concrete & brick,,pitch,buff brick,tin & slate,furnace,204.01953125,71.0094529269018
66315,1711 LAMONT STREET NW,,2607,1,4/22/1899 12:00:00 AM,1899,,,,,38506.0,Duplex,1.0,1.0,building,0.0,Yes,"Brown, Glenn",Walbridge (Heman D.) Estate,2.0,0.0,25.0,45.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,1449,Walbridge (Heman D.) Estate,"Brown, Glenn","Speir, W. E.",brick & stone,dwelling,12000.0,233,,solid,stone,local,pitch,stone & cement,slate,steam,356.05859375,92.5226552065407
66316,1713 LAMONT STREET NW,,2607,821,4/22/1899 12:00:00 AM,1899,,,,,38507.0,Duplex,1.0,1.0,building,0.0,Yes,"Brown, Glenn",Walbridge (Heman D.) Estate,2.0,0.0,25.0,45.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,1449,Walbridge (Heman D.) Estate,"Brown, Glenn","Speir, W. E.",brick & stone,dwelling,12000.0,233,,solid,stone,local,pitch,stone & cement,slate,steam,312.41015625,89.6460970773735
66323,608 T STREET NW,,441,35,4/20/1931 12:00:00 AM,1931,,,,,65613.0,Attached,1.0,1.0,building,0.0,,"Platshon, M.",Kass Realty Co.,1.0,1.0,24.0,70.0,0.0,1.0,1.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,141874,Kass Realty Co.,"Platshon, M.",Kass Realty Co.,brick,store,5000.0,444,,,brick,,flat,,slag,,250.046875,73.182678874388
66335,5815 CHEVY CHASE PARKWAY NW,,1999,806,4/4/1924 12:00:00 AM,1924,originally 37th St.,,,,609.0,Detached,1.0,1.0,building,0.0,,"Phelan, Wm. M.","Phelan, Wm. M.",1.0,,38.0,27.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,8115,"Phelan, Wm. M.","Phelan, Wm. M.","Phelan, Wm. M.",wood,dwelling,,257,,solid,brick,,pitch,brick,shingle,hot water,204.0390625,62.4680361034286
66338,3424 PROSPECT STREET NW,,1204,812,11/1/1886 12:00:00 AM,1886,,,,,95354.0,Rowhouse,1.0,1.0,building,0.0,,Warner (B. H.) & Co.,Warner (B. H.) & Co.,4.0,0.0,13.0,32.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,1168,Warner (B. H.) & Co.,Warner (B. H.) & Co.,Warner (B. H.) & Co.,brick,dwelling,3600.0,100,,solid,brick,,flat,brick,tin,,83.625,46.5309592595236
66339,3420 PROSPECT STREET NW,,1204,818,11/1/1886 12:00:00 AM,1886,,,,,95352.0,Rowhouse,1.0,1.0,building,0.0,,Warner (B. H.) & Co.,Warner (B. H.) & Co.,4.0,0.0,13.0,32.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,1168,Warner (B. H.) & Co.,Warner (B. H.) & Co.,Warner (B. H.) & Co.,brick,dwelling,3600.0,100,,solid,brick,,flat,brick,tin,,89.421875,47.173412900912
66340,3422 PROSPECT STREET NW,,1204,817,11/1/1886 12:00:00 AM,1886,,,,,95353.0,Rowhouse,1.0,1.0,building,0.0,,Warner (B. H.) & Co.,Warner (B. H.) & Co.,4.0,0.0,13.0,32.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,1168,Warner (B. H.) & Co.,Warner (B. H.) & Co.,Warner (B. H.) & Co.,brick,dwelling,3600.0,100,,solid,brick,,flat,brick,tin,,83.62109375,46.4076210506999
